[mio cells/mL],[mio cells/mL],[1/mL],[1/mL],[1/day],[1/day],,
Chlorella,Chlorella-error,Brachionus,Brachionus-error,delta,meandelta,day#,chemostat
2.71945,0.00105,9.25,2.25,1.247601763,1.242681718,38,5b3low
3.10265,0.33555,5.75,0.916666667,1.240480015,1.242681718,39,5b3low
2.9865,0.1155,7.9375,0.0625,1.23020595,1.242681718,40,5b3low
2.71685,0.08505,8.1875,0.4375,1.24192835,1.242681718,41,5b3low
2.4415,0.0219,6.9375,0.5625,1.232896771,1.242681718,42,5b3low
2.82615,0.01365,7.3125,0.3125,1.231578947,1.242681718,43,5b3low
2.53255,0.01095,6.125,1.25,1.242105263,1.242681718,44,5b3low
2.2912,0.0098,7.375,0.5,1.244194036,1.242681718,45,5b3low
2.60605,0.00405,6.4375,0.9375,1.212923264,1.242681718,46,5b3low
2.4549,0.0033,9.5,0.125,1.222593452,1.242681718,47,5b3low
2.59495,0.27055,9.375,1.625,1.220095694,1.242681718,48,5b3low
2.57625,0.07275,9.5625,0.1875,1.231058415,1.242681718,49,5b3low
2.7907,0.0157,7.6875,0.1875,1.233468286,1.242681718,50,5b3low
2.78635,0.13455,8.6875,1.0625,1.255163225,1.242681718,51,5b3low
2.82255,0.02695,7.5,1.25,1.240488155,1.242681718,52,5b3low
2.74965,0.08755,10.5625,1.1875,1.232386691,1.242681718,53,5b3low
2.4264,0.0622,7.4375,1.0625,1.237059591,1.242681718,54,5b3low
2.51485,0.06575,8,2.125,1.23852533,1.242681718,55,5b3low
2.4237,0.0301,4.625,1.625,1.239404758,1.242681718,56,5b3low
2.49225,0.10565,10,1,1.234901037,1.242681718,57,5b3low
2.17795,0.07385,7.25,0.75,1.244002066,1.242681718,58,5b3low
2.58785,0.07705,8.1875,1.0625,1.24706068,1.242681718,59,5b3low
2.13225,0.00725,7.25,0.25,1.240758641,1.242681718,60,5b3low
2.4018,0.1327,7.25,1.25,1.240241387,1.242681718,61,5b3low
2.4344,0.0264,7.5625,0.5625,1.23770162,1.242681718,62,5b3low
2.18655,0.08135,7.25,0.625,1.236224891,1.242681718,63,5b3low
2.75935,0.15415,9.8125,2.1875,1.230887438,1.242681718,64,5b3low
2.1962,0.0154,9.625,0.5,1.234470136,1.242681718,65,5b3low
2.3938,0.077,8.3125,0.1875,1.263157895,1.242681718,66,5b3low
2.3799,0.0007,8.5,0.125,1.253247785,1.242681718,67,5b3low
2.6095,0.0824,4.75,1,1.241189931,1.242681718,68,5b3low
2.7325,0.063,5.125,1.25,1.237379162,1.242681718,69,5b3low
3.1887,0.0027,5.9375,1.1875,1.233951932,1.242681718,70,5b3low
2.98195,0.00445,9.5,1.125,1.240570477,1.242681718,71,5b3low
3.21315,0.06005,5.125,0.5,1.262079195,1.242681718,72,5b3low
3.2553,0.0227,6.5,2.25,1.2421212,1.242681718,73,5b3low
3.4301,0.1835,5.875,0.25,1.242531541,1.242681718,74,5b3low
3.097,0.0662,5,2.625,1.25622223,1.242681718,75,5b3low
3.1568,0.0243,4.3125,1.6875,1.239731376,1.242681718,76,5b3low
4.39315,0.17665,3.358974359,0.358974359,1.236761233,1.242681718,77,5b3low
3.5259,0.1045,2.579905063,0.204905063,1.234214833,1.242681718,78,5b3low
2.59715,0.00665,6.3125,3.1875,1.260114141,1.242681718,79,5b3low
2.8038,0.0542,4,0.625,1.252744392,1.242681718,80,5b3low
2.4329,0.1703,4.75,0.125,1.239629925,1.242681718,81,5b3low
2.5015,0.0709,8.1875,1.1875,1.238172354,1.242681718,82,5b3low
2.5033,0.0301,9.3125,0.0625,1.235903036,1.242681718,83,5b3low
2.7062,0.2022,7.625,0.375,1.234849692,1.242681718,84,5b3low
2.94035,0.07955,7.109156666,0.485780043,1.228537279,1.242681718,85,5b3low
2.27065,0.05475,4.535601266,1.160601266,1.260968713,1.242681718,86,5b3low
2.4406,0.041,7.5625,0.9375,1.253338293,1.242681718,87,5b3low
2.46055,0.05095,7.6875,0.9375,1.237326445,1.242681718,88,5b3low
2.24995,0.17995,8.3125,1.4375,1.238916345,1.242681718,89,5b3low
2.73385,0.09695,4.9375,0.0625,1.233103753,1.242681718,90,5b3low
3.43475,0.05115,5.696202532,0.253164557,1.240098217,1.242681718,91,5b3low
2.9193,0.0083,9.029605263,0.345394737,1.24119757,1.242681718,92,5b3low
2.64885,0.01065,6.25,0,1.240295308,1.242681718,93,5b3low
2.5315,0.0069,6.875,0.625,1.254205677,1.242681718,94,5b3low
2.4946,0.051,7.5,0.25,1.309043685,1.242681718,95,5b3low
2.99865,0.24115,7.4375,0.1875,1.301484829,1.242681718,96,5b3low
2.95,0.0474,7.0625,0.3125,1.27572663,1.242681718,97,5b3low
2.9147,0.0237,7.5,2.25,1.260542661,1.242681718,98,5b3low
3.17915,0.03405,8.125,1.25,1.258426966,1.242681718,99,5b3low
3.2183,0.0672,5.662974684,0.412974684,1.270941438,1.242681718,100,5b3low
3.33865,0.11285,7.599358974,0.349358974,1.24337891,1.242681718,101,5b3low
2.75225,0.05275,5.409722222,1.034722222,1.245528336,1.242681718,102,5b3low
2.70585,0.03935,7.5625,1.0625,1.225318804,1.242681718,103,5b3low
3.0024,0.0102,4.125,0.375,1.245410411,1.242681718,104,5b3low
3.13555,0.02605,7.625,0.25,1.23067404,1.242681718,105,5b3low
2.38115,0.18065,6.9375,1.4375,1.245217628,1.242681718,106,5b3low
2.839,0.0625,7.5,0.642857143,1.23170998,1.242681718,107,5b3low
2.7205,0.1023,5.6875,1.6875,1.238218943,1.242681718,108,5b3low
2.6195,0.024,5.6875,1.3125,1.245366938,1.242681718,109,5b3low
3.68675,0.46635,7.9375,0.6875,1.249398005,1.242681718,110,5b3low
3.00685,0.06705,7,0.375,1.238497545,1.242681718,111,5b3low
2.8737,0.0291,5.75,0.625,1.244304792,1.242681718,112,5b3low
2.8429,0.0301,6.9375,0.4375,1.238405749,1.242681718,113,5b3low
3.51895,0.16895,1.875,0,1.414237031,1.368598676,134,5b3high
3.8932,0.3157,2.0625,0.8125,1.406373076,1.368598676,135,5b3high
3.7966,0.2528,1.75,0.125,1.340328313,1.368598676,136,5b3high
3.5093,0.0263,1.5625,0.4375,1.374379345,1.368598676,137,5b3high
3.2941,0.0275,1.3125,0.0625,1.349534975,1.368598676,138,5b3high
3.87745,0.06405,1.520833333,0.145833333,1.346433398,1.368598676,139,5b3high
3.79205,0.08315,1.55,0.05,1.390092879,1.368598676,140,5b3high
3.8752,0.077,1.74769908,0.115046018,1.410279662,1.368598676,141,5b3high
3.15025,0.42925,1.9,0.7,1.360950764,1.368598676,142,5b3high
4.01425,0.14865,1.68627451,0.31372549,1.360323887,1.368598676,143,5b3high
3.79245,0.07265,2.4,0.6,1.374865736,1.368598676,144,5b3high
3.44155,0.18945,2.6,0.1,1.356940314,1.368598676,145,5b3high
3.5038,0.0218,2.280392157,0.319607843,1.370906321,1.368598676,146,5b3high
3.06615,0.09275,2.45,0.25,1.376813332,1.368598676,147,5b3high
3.7736,0.0588,2.6,0.2,1.372997712,1.368598676,148,5b3high
3.7827,0.0331,3.25,0.25,1.37016094,1.368598676,149,5b3high
3.593,0.0425,2.1,0.5,1.381784897,1.368598676,150,5b3high
3.8675,0.1679,1.75,0.35,1.366369447,1.368598676,151,5b3high
3.4795,0.0953,2.15,0.05,1.371226102,1.368598676,152,5b3high
3.3686,0.0698,1.95,0.05,1.35860082,1.368598676,153,5b3high
3.17015,0.03465,2.2,0.7,1.416228963,1.368598676,154,5b3high
3.7562,0.0837,3.05,0.05,1.368719249,1.368598676,155,5b3high
3.17255,0.03705,3.15,0.35,1.362964934,1.368598676,156,5b3high
3.59065,0.11015,2.75,0.35,1.381812519,1.368598676,157,5b3high
3.2184,0.0828,2.45,0.35,1.371789474,1.368598676,158,5b3high
3.437,0.064,2.3,0.3,1.336186718,1.368598676,159,5b3high
3.3678,0.053,2.25,0.35,1.375608425,1.368598676,160,5b3high
3.17375,0.07065,3.3,0.5,1.36438917,1.368598676,161,5b3high
3.933,0.0234,4.016666667,0.683333333,1.379418696,1.368598676,162,5b3high
3.2842,0.0298,3.15,0.95,1.365789474,1.368598676,163,5b3high
3.00755,0.11205,2.6,0.5,1.377990431,1.368598676,164,5b3high
2.9935,0.3009,2.8,0.9,1.365721997,1.368598676,165,5b3high
3.19995,0.06655,2.05,0.75,1.391072618,1.368598676,166,5b3high
2.85515,0.21535,3.05,0.25,1.341929434,1.368598676,167,5b3high
3.3018,0.1556,2.7,0.4,1.380605213,1.368598676,168,5b3high
3.95415,0.09035,3.395833333,1.104166667,1.338250084,1.368598676,169,5b3high
3.28565,0.01485,3.169607843,0.130392157,1.363336243,1.368598676,170,5b3high
3.4474,0.179,2.85,0.35,1.380889116,1.368598676,171,5b3high
3.18285,0.03505,2.85,0.45,1.375743707,1.368598676,172,5b3high
3.50025,0.01325,3.25,0.35,1.383157895,1.368598676,173,5b3high
2.9204,0.0016,2.75,0.55,1.363286264,1.368598676,174,5b3high
3.80875,0.20025,4.15,0.05,1.376053963,1.368598676,175,5b3high
3.26775,0.11615,4.5,0.2,1.408371322,1.368598676,176,5b3high
3.1178,0.0258,4,0.5,1.340754686,1.368598676,177,5b3high
3.40955,0.06145,4.25,0.25,1.371175226,1.368598676,178,5b3high
3.225,0.1648,3.5,0.8,1.354060997,1.368598676,179,5b3high
3.19435,0.02145,3.9,0.9,1.417808219,1.368598676,180,5b3high
2.9088,0.0817,3.05,0.15,1.357711138,1.368598676,181,5b3high
3.2716,0.0438,3.4,0.1,1.373164946,1.368598676,182,5b3high
3.4727,0.0477,3.2,0.3,1.377727856,1.368598676,183,5b3high
3.5121,0.2061,4.391666667,0.191666667,1.367275108,1.368598676,184,5b3high
3.1519,0.051,3.2,0.5,1.372642473,1.368598676,185,5b3high
3.2715,0.168,2.35,0.35,1.378268251,1.368598676,186,5b3high
3.5453,0.1128,4.25,0.85,1.376858704,1.368598676,187,5b3high
3.09565,0.08445,3.95,0.15,1.357922609,1.368598676,188,5b3high
3.44525,0.00015,2.95,0.35,1.367883996,1.368598676,189,5b3high
3.55555,0.07545,3.8,0.8,1.361096578,1.368598676,190,5b3high
3.24975,0.19075,3.25,0.55,1.361923327,1.368598676,191,5b3high
4.32595,0.21885,4.1,0.4,1.37113602,1.368598676,192,5b3high
3.56735,0.05415,2.8,0,1.411252269,1.368598676,193,5b3high
3.7562,0.0098,3.05,0.55,1.361842105,1.368598676,194,5b3high
3.9981,0.0023,3.3,0,1.360801864,1.368598676,195,5b3high
3.8896,0.0054,4.2,0.4,1.341173892,1.368598676,196,5b3high
3.49565,0.15855,4.7,0.8,1.341727525,1.368598676,197,5b3high
3.84885,0.22995,4,0.7,1.338876104,1.368598676,198,5b3high
3.6053,0.0518,3.5,0.9,1.352355833,1.368598676,199,5b3high
2.94075,0.03135,3.7,1.4,1.349460608,1.368598676,200,5b3high
2.8765,0.1884,2.7,0.1,1.346328785,1.368598676,201,5b3high
2.8859,0.0379,2.35,0.15,1.350799022,1.368598676,202,5b3high
2.81255,0.29995,2.7,1.4,1.362604088,1.368598676,203,5b3high
2.90535,0.27185,3.15,0.55,1.362476957,1.368598676,204,5b3high
2.79525,0.03435,1.75,0.15,1.36410519,1.368598676,205,5b3high
3.52815,0.14505,1.8,0.5,1.36371998,1.368598676,206,5b3high
4.05995,0.18085,3.15,0.45,1.360902256,1.368598676,207,5b3high
3.49115,0.08535,2.75,0.15,1.362247966,1.368598676,208,5b3high
4.36735,0.46955,3.75,0.25,1.360257198,1.368598676,209,5b3high
3.54685,0.03305,2.4,0.2,1.376689458,1.368598676,210,5b3high
3.57895,0.05195,2.8,0.5,1.364916953,1.368598676,211,5b3high
3.7544,0.0172,2.8,0.6,1.376518219,1.368598676,212,5b3high
3.5185,0.0574,2.65,0.85,1.362211914,1.368598676,213,5b3high
3.5863,0.1055,2.55,0.45,1.35806271,1.368598676,214,5b3high
3.72375,0.13585,2.4,0.1,1.362264434,1.368598676,215,5b3high
3.41165,0.29945,2.3,0.5,1.367032788,1.368598676,216,5b3high
3.1522,0.0652,3.15,0.75,1.384374238,1.368598676,217,5b3high
3.21355,0.20035,1.856060606,0.643939394,1.336811416,1.368598676,218,5b3high
2.5677,0.0638,3.6,0.2,1.368345487,1.368598676,219,5b3high
3.29215,0.04435,3.05,0.35,1.363236786,1.368598676,220,5b3high
2.14,0.2095,3.95,0.35,1.382186235,1.368598676,221,5b3high
2.6578,0.0944,3.1,0.2,1.37468929,1.368598676,222,5b3high
3.05655,0.05355,4.65,0.65,1.375284244,1.368598676,223,5b3high
